ville,adresse,type,date,prix,surface,operation,description,surface_predicted
Oujda,Jawhara,Appartement,30/04/2026,2500,100.0,Location,Appartement  3 pièces 100 m² Oujda  « Jawhara »,
Oujda,Boustane,Appartement,07/04/2026,2500,100.0,Location,Appartement  3 pièces 100 m² Oujda  « Boustane »,
Oujda,Centre Ville,Appartement,06/04/2026,12000,100.0,Location,Appartement meublé 4 pièces 100 m² Oujda  « Centre Ville »,
Oujda,Iris,Appartement,25/03/2026,9000,60.0,Location,Appartement meublé 3 pièces 60 m² Oujda  « Iris »,
Oujda,Boustane,Appartement,14/03/2026,9000,110.0,Location,Appartement meublé 4 pièces 110 m² Oujda  « Boustane »,
Oujda,Iris,Appartement,25/02/2026,9000,54.0,Location,Appartement  3 pièces 54 m² Oujda  « Iris »,
Kénitra,Centre,Appartement,11/04/2026,12000,75.0,Location,Appartement  3 pièces 75 m² Kenitra  « Centre »,
Kénitra,Maamora,Appartement,07/04/2026,4000,138.0,Location,Appartement  4 pièces 138 m² Kenitra  « Maamora »,
Kénitra,Alliance,Appartement,18/03/2026,3800,105.0,Location,Appartement  3 pièces 105 m² Kenitra  « Alliance »,
Kénitra,La Ville Haute,Appartement,13/03/2026,4000,120.0,Location,Appartement  4 pièces 120 m² Kenitra  « La Ville Haute »,
Tétouan,Safir,Appartement,21/04/2026,3000,90.0,Location,Appartement  3 pièces 90 m² Tétouan  « Safir »,
Tétouan,Al Azhar,Appartement,21/04/2026,4500,75.0,Location,Appartement meublé 3 pièces 75 m² Tétouan  « Al Azhar »,
Tétouan,Non spécifié,Appartement,18/04/2026,10500,65.0,Location,Appartement   65 m² Tétouan,
Tétouan,Non spécifié,Appartement,15/03/2026,7500,69.0,Location,Appartement meublé 3 pièces 69 m² Tétouan,
Tétouan,Non spécifié,Appartement,04/03/2026,4000,90.0,Location,Appartement  3 pièces 90 m² Tétouan,
Tétouan,Mhannech,Appartement,10/02/2026,4000,60.0,Location,Appartement meublé 3 pièces 60 m² Tétouan  « Mhannech »,
Salé,Hay Karima,Appartement,29/04/2026,3000,60.0,Location,Appartement meublé 3 pièces 60 m² Salé  « Hay Karima »,
Salé,Tabriquet,Appartement,28/04/2026,11500,85.0,Location,Appartement meublé 3 pièces 85 m² Salé  « Tabriquet »,
Salé,Sidi Abdellah,Appartement,27/04/2026,10500,70.0,Location,Appartement meublé 4 pièces 70 m² Salé  « Sidi Abdellah »,
Salé,Said Hajji,Appartement,08/04/2026,5000,60.0,Location,Appartement meublé 3 pièces 60 m² Salé  « Said Hajji »,
Salé,Sala El Jadida,Appartement,21/02/2026,5000,120.0,Location,Appartement  4 pièces 120 m² Salé  « Sala El Jadida »,
Salé,Sala El Jadida,Appartement,08/02/2026,3500,57.0,Location,Appartement  3 pièces 57 m² Salé  « Sala El Jadida »,
Salé,Non spécifié,Appartement,04/02/2026,12000,90.0,Location,Appartement  3 pièces 90 m² Salé,
Mohammedia,Non spécifié,Appartement,05/05/2026,21000,82.0,Location,Appartement meublé 3 pièces 82 m² Mohammedia,
Mohammedia,Quartier Du Parc,Appartement,15/04/2026,15000,67.0,Location,Appartement meublé 2 pièces 67 m² Mohammedia  « Quartier Du Parc »,
Mohammedia,Mimosas,Appartement,28/03/2026,5000,70.0,Location,Appartement meublé 3 pièces 70 m² Mohammedia  « Mimosas »,
Mohammedia,Non spécifié,Appartement,01/03/2026,5000,50.0,Location,Appartement  2 pièces 50 m² Mohammedia,
Nador,Harhoura,Appartement,01/05/2026,6000,72.0,Location,Appartement  3 pièces 72 m² Temara  « Harhoura »,
Nador,Centre Ville,Appartement,01/05/2026,4300,78.0,Location,Appartement  3 pièces 78 m² Temara  « Centre Ville »,
Nador,Wifak,Appartement,30/04/2026,4500,111.0,Location,Appartement  4 pièces 111 m² Temara  « Wifak »,
Nador,Centre Ville,Appartement,25/04/2026,6500,62.0,Location,Appartement meublé 2 pièces 62 m² Temara  « Centre Ville »,
Nador,Wifak,Appartement,14/04/2026,7000,80.0,Location,Appartement meublé 3 pièces 80 m² Temara  « Wifak »,
Nador,Ain Atig,Appartement,30/03/2026,3800,69.0,Location,Appartement  3 pièces 69 m² Temara  « Ain Atig »,
Nador,Val D'or,Appartement,23/02/2026,8000,128.0,Location,Appartement  3 pièces 128 m² Temara  « Val D'or »,
Nador,Non spécifié,Appartement,16/02/2026,7000,100.0,Location,Appartement  2 pièces 100 m² Temara,
Nador,Ain Atig,Appartement,09/02/2026,3500,65.0,Location,Appartement meublé 4 pièces 65 m² Temara  « Ain Atig »,
Bouskoura,Non spécifié,Appartement,24/02/2026,30000,300.0,Location,Appartement  6 pièces 300 m² Bouskoura,
Bouznika,Plage Oued Cherrat,Appartement,28/04/2026,48000,150.0,Location,Appartement  4 pièces 150 m² Bouznika  « Plage Oued Cherrat »,
Bouznika,Non spécifié,Appartement,19/04/2026,15000,75.0,Location,Appartement meublé 3 pièces 75 m² Bouznika,
Bouznika,Quartier Industriel,Appartement,09/04/2026,18000,74.0,Location,Appartement meublé 3 pièces 74 m² Bouznika  « Quartier Industriel »,
Bouznika,Quartier Industriel,Appartement,08/04/2026,18000,74.0,Location,Appartement meublé 3 pièces 74 m² Bouznika  « Quartier Industriel »,
Bouznika,Non spécifié,Appartement,16/03/2026,18000,74.0,Location,Appartement meublé 3 pièces 74 m² Bouznika,
Bouznika,Non spécifié,Appartement,10/02/2026,18000,79.0,Location,Appartement meublé 3 pièces 79 m² Bouznika,
Bouznika,Quartier Industriel,Appartement,07/02/2026,18000,65.0,Location,Appartement meublé 3 pièces 65 m² Bouznika  « Quartier Industriel »,
Bouznika,Quartier Industriel,Appartement,01/02/2026,5000,64.0,Location,Appartement  4 pièces 64 m² Bouznika  « Quartier Industriel »,
Bouznika,Non spécifié,Appartement,01/02/2026,4500,81.0,Location,Appartement meublé 3 pièces 81 m² Bouznika,
Settat,Hay El Matar,Appartement,08/02/2026,3000,50.0,Location,Appartement meublé 1 pièces 50 m² Nador  « Hay El Matar »,
Taza,Amal,Appartement,06/05/2026,5000,90.0,Location,Appartement  4 pièces 90 m² El jadida  « Amal »,
Taza,Saada,Appartement,09/04/2026,4770,70.0,Location,Appartement  3 pièces 70 m² El jadida  « Saada »,
Taza,Saada,Appartement,09/04/2026,4800,70.0,Location,Appartement  3 pièces 70 m² El jadida  « Saada »,
Taza,Saada,Appartement,09/04/2026,4950,70.0,Location,Appartement  3 pièces 70 m² El jadida  « Saada »,
Taza,Quartier Aérodrome,Appartement,04/04/2026,5000,83.0,Location,Appartement  3 pièces 83 m² El jadida  « Quartier Aérodrome »,
Taza,Non spécifié,Appartement,30/03/2026,36000,92.0,Location,Appartement meublé 3 pièces 92 m² El jadida,
Taza,Saada,Appartement,18/02/2026,4350,70.0,Location,Appartement  3 pièces 70 m² El jadida  « Saada »,
Meknès,Hamria,Maison,15/04/2026,9000,100.0,Location,Maison meublé 3 pièces 100 m² Meknès  « Hamria »,
Rabat,Les Ambassadeurs,Villa,03/04/2026,60000,500.0,Location,Villa  7 pièces 500 m² Rabat  « Les Ambassadeurs »,
Rabat,Hay Riad,Villa,23/02/2026,55000,650.0,Location,Villa  6 pièces 650 m² Rabat  « Hay Riad »,
Rabat,Agdal,Villa,23/02/2026,20000,300.0,Location,Villa  6 pièces 300 m² Rabat  « Agdal »,
Rabat,Souissi,Villa,23/02/2026,45000,500.0,Location,Villa  5 pièces 500 m² Rabat  « Souissi »,
Marrakech,Hay Targa,Villa,05/05/2026,30000,400.0,Location,Villa  4 pièces 400 m² Marrakech  « Hay Targa »,
Marrakech,Sidi Abdellah Ghiat,Villa,28/04/2026,18000,80.0,Location,Villa meublé 3 pièces 80 m² Marrakech  « Sidi Abdellah Ghiat »,
Bouskoura,Non spécifié,Villa,23/02/2026,30000,0.0,Location,Villa  7 pièces 0 m² Bouskoura,
Bouznika,Non spécifié,Villa,24/04/2026,22000,700.0,Location,Villa meublé 7 pièces 700 m² Bouznika,
Bouznika,Non spécifié,Villa,17/04/2026,2300,100.0,Location,Villa meublé 7 pièces 100 m² Bouznika,
Casablanca,Bourgogne,Bureau,02/04/2026,10000,143.0,Location,Bureaux  2 pièces 143 m² Casablanca  « Bourgogne »,
Casablanca,Errahma,Bureau,17/03/2026,7000,59.0,Location,Bureaux  1 pièces 59 m² Casablanca  « Errahma »,
Casablanca,Non spécifié,Bureau,15/03/2026,13500,44.0,Location,Bureaux   44 m² Casablanca,
Casablanca,Bourgogne,Bureau,09/03/2026,8000,50.0,Location,Bureaux  2 pièces 50 m² Casablanca  « Bourgogne »,
Casablanca,Abdelmoumen,Bureau,27/02/2026,8000,56.0,Location,Bureaux  2 pièces 56 m² Casablanca  « Abdelmoumen »,
Casablanca,Ain Sebaa,Bureau,03/02/2026,8000,66.0,Location,Bureaux  2 pièces 66 m² Casablanca  « Ain Sebaa »,
Rabat,Agdal,Bureau,10/04/2026,150000,600.0,Location,Bureaux   600 m² Rabat  « Agdal »,
Rabat,Agdal,Bureau,23/02/2026,35000,270.0,Location,Bureaux  2 pièces 270 m² Rabat  « Agdal »,
Marrakech,Route De Casablanca,Bureau,25/02/2026,17000,125.0,Location,Bureaux   125 m² Marrakech  « Route De Casablanca »,
Tanger,Non spécifié,Bureau,06/05/2026,7500,157.0,Location,Bureaux  4 pièces 157 m² Tanger,
Tanger,Non spécifié,Bureau,05/05/2026,7500,90.0,Location,Bureaux  4 pièces 90 m² Tanger,
Tanger,El Majd,Bureau,04/05/2026,12000,160.0,Location,Bureaux  6 pièces 160 m² Tanger  « El Majd »,
Tanger,Non spécifié,Bureau,23/04/2026,4700,50.0,Location,Bureaux  3 pièces 50 m² Tanger,
Agadir,El Houda,Bureau,08/02/2026,9000,80.0,Location,Bureaux  3 pièces 80 m² Agadir  « El Houda »,
Agadir,Abattoirs,Bureau,06/02/2026,12400,124.0,Location,Bureaux meublé  124 m² Agadir  « Abattoirs »,
Meknès,Hamria,Bureau,02/05/2026,3000,0.0,Location,Bureaux  3 pièces 0 m² Meknès  « Hamria »,
Casablanca,Non spécifié,Local_Commercial,15/02/2026,15000,60.0,Location,Local commercial   60 m² Casablanca,
Casablanca,Hôpitaux,Local_Commercial,14/02/2026,17000,111.0,Location,Local commercial   111 m² Casablanca  « Hôpitaux »,
Casablanca,Hay Hassani,Local_Commercial,07/02/2026,5000,19.0,Location,Local commercial   19 m² Casablanca  « Hay Hassani »,
Rabat,Hassan,Local_Commercial,17/04/2026,25000,326.0,Location,Local commercial   326 m² Rabat  « Hassan »,
Marrakech,Iziki,Local_Commercial,08/03/2026,5000,56.0,Location,Local commercial   56 m² Marrakech  « Iziki »,
Tanger,El Majd,Local_Commercial,04/05/2026,22000,125.0,Location,Local commercial   125 m² Tanger  « El Majd »,
Tanger,Non spécifié,Local_Commercial,17/04/2026,1500,22.0,Location,Local commercial   22 m² Tanger,
Tanger,Non spécifié,Local_Commercial,17/04/2026,16500,360.0,Location,Local commercial  2 pièces 360 m² Tanger,
Tanger,Tanja Balia,Local_Commercial,01/04/2026,8000,90.0,Location,Local commercial   90 m² Tanger  « Tanja Balia »,
Tanger,Non spécifié,Local_Commercial,25/03/2026,45000,500.0,Location,Local commercial  1 pièces 500 m² Tanger,
Tanger,De La Plage,Local_Commercial,13/03/2026,35000,250.0,Location,Local commercial   250 m² Tanger  « De La Plage »,
Tanger,Branes Kdima,Local_Commercial,23/02/2026,5000,90.0,Location,Local commercial   90 m² Tanger  « Branes Kdima »,
Tanger,Non spécifié,Local_Commercial,03/02/2026,28000,220.0,Location,Local commercial   220 m² Tanger,
Kénitra,Kasbat El Mehdia,Local_Commercial,30/03/2026,2500,10.0,Location,Local commercial   10 m² Kenitra  « Kasbat El Mehdia »,
Kénitra,Bir Rami,Local_Commercial,19/03/2026,7000,63.0,Location,Local commercial   63 m² Kenitra  « Bir Rami »,
Kénitra,Kasbat El Mehdia,Local_Commercial,12/03/2026,2000,2000.0,Location,Local commercial  2 pièces 2000 m² Kenitra  « Kasbat El Mehdia »,
Béni Mellal,Non spécifié,Local_Commercial,18/02/2026,6000,25.0,Location,Local commercial   25 m² Khouribga,
Casablanca,Sidi Maarouf,Maison,05/05/2026,2600000,84.0,à vendre,"5 chambre, 3 salon, avec Garage. Maison  8 pièces 84 m² Casablanca  « Sidi Maarouf »",
Casablanca,Al Fida,Maison,30/04/2026,600000,57.0,à vendre,"2 chambre, 1 salon. Maison  3 pièces 57 m² Casablanca  « Al Fida »",
Casablanca,Hay Mohammadi,Maison,23/04/2026,280000000,86.0,à vendre,Maison   86 m² Casablanca  « Hay Mohammadi »,
Casablanca,Sbata,Maison,22/04/2026,1700000,69.0,à vendre,"7 chambre, 3 salon, avec Garage. Maison  10 pièces 69 m² Casablanca  « Sbata »",
Casablanca,Sbata,Maison,29/03/2026,1900000,192.0,à vendre,"5 chambre, 2 salon. Maison  7 pièces 192 m² Casablanca  « Sbata »",
Casablanca,Hay Hassani,Maison,02/03/2026,3800000,115.0,à vendre,"4 chambre, 2 salon, avec Garage. Maison  6 pièces 115 m² Casablanca  « Hay Hassani »",
Casablanca,Route D'azemmour,Maison,18/02/2026,2600000,160.0,à vendre,"2 chambre, 1 salon, avec Garage. Maison  3 pièces 160 m² Casablanca  « Route D'azemmour »",
Fès,Sehb El Ward,Maison,31/03/2026,930000,60.0,à vendre,"1 chambre, 1 salon. Maison  2 pièces 60 m² Fès  « Sehb El Ward »",
Marrakech,Route D'ourika,Maison,05/05/2026,1500000,90.0,à vendre,"5 chambre, avec Garage. Maison  5 pièces 90 m² Marrakech  « Route D'ourika »",
Marrakech,Non spécifié,Maison,27/04/2026,1400000,88.0,à vendre,"3 chambre, 2 salon. Maison  5 pièces 88 m² Marrakech",
Marrakech,Non spécifié,Maison,24/04/2026,650000,104.0,à vendre,"9 chambre, 3 salon, avec Garage. Maison  12 pièces 104 m² Marrakech",
Marrakech,Route De Casablanca,Maison,18/04/2026,1449998,79.0,à vendre,"3 chambre, 2 salon. Maison  5 pièces 79 m² Marrakech  « Route De Casablanca »",
Marrakech,Ancienne Médina,Maison,29/03/2026,1200000,76.0,à vendre,"3 chambre, 1 salon. Maison  4 pièces 76 m² Marrakech  « Ancienne Médina »",
Marrakech,Sidi Youssef Ben Ali,Maison,22/03/2026,1200000,200.0,à vendre,"3 chambre, 2 salon. Maison  5 pièces 200 m² Marrakech  « Sidi Youssef Ben Ali »",
Marrakech,Agdal,Maison,19/03/2026,2800000,243.0,à vendre,"3 chambre, 1 salon, avec Garage. Maison  4 pièces 243 m² Marrakech  « Agdal »",
Marrakech,Hay Annahda,Maison,15/03/2026,4000000,569.0,à vendre,"12 chambre, 5 salon, avec Garage. Maison  17 pièces 569 m² Marrakech  « Hay Annahda »",
Marrakech,Ancienne Médina,Maison,25/02/2026,2600000,70.0,à vendre,"5 chambre, 3 salon. Maison  8 pièces 70 m² Marrakech  « Ancienne Médina »",
Marrakech,Hay Al Bahja,Maison,20/02/2026,950000,82.0,à vendre,"9 chambre, 2 salon. Maison  11 pièces 82 m² Marrakech  « Hay Al Bahja »",
Tanger,Non spécifié,Maison,30/04/2026,1900000,100.0,à vendre,"1 chambre, 1 salon, avec Garage. Maison  2 pièces 100 m² Tanger",
Tanger,De La Plage,Maison,27/04/2026,2201600,172.0,à vendre,"4 chambre, 2 salon. Maison  6 pièces 172 m² Tanger  « De La Plage »",
Tanger,Casabarata,Maison,17/04/2026,850000,50.0,à vendre,"2 chambre, 3 salon. Maison  5 pièces 50 m² Tanger  « Casabarata »",
Tanger,De La Plage,Maison,11/03/2026,1950000,200.0,à vendre,"3 chambre, 3 salon. Maison meublé 6 pièces 200 m² Tanger  « De La Plage »",
Tanger,Centre Ville,Maison,10/03/2026,10000000,450.0,à vendre,"7 chambre, 1 salon. Maison  8 pièces 450 m² Tanger  « Centre Ville »",
Tanger,Ahammar,Maison,02/03/2026,1900000,128.0,à vendre,"6 chambre, 1 salon, avec Garage. Maison  7 pièces 128 m² Tanger  « Ahammar »",
Tanger,Tanja Balia,Maison,04/02/2026,2500000,84.0,à vendre,"3 chambre, 2 salon, avec Garage. Maison  5 pièces 84 m² Tanger  « Tanja Balia »",
Tanger,Non spécifié,Maison,01/02/2026,2100000,75.0,à vendre,"3 chambre, 3 salon, avec Garage. Maison  6 pièces 75 m² Tanger",
Agadir,Non spécifié,Maison,15/04/2026,1430000,100.0,à vendre,"6 chambre, 2 salon, avec Garage. Maison  8 pièces 100 m² Agadir",
Agadir,Lekhiam,Maison,24/02/2026,2300000,240.0,à vendre,"10 chambre, avec Garage. Maison  10 pièces 240 m² Agadir  « Lekhiam »",
Meknès,Wislane,Maison,27/03/2026,1500000,93.0,à vendre,"3 chambre, 1 salon. Maison  4 pièces 93 m² Meknès  « Wislane »",
Oujda,Non spécifié,Maison,12/04/2026,2500000,200.0,à vendre,"3 chambre, 1 salon, avec Garage. Maison  4 pièces 200 m² Oujda",
Oujda,Non spécifié,Maison,10/04/2026,480000,80.0,à vendre,"1 chambre, 1 salon. Maison  2 pièces 80 m² Oujda",
Oujda,Hay Zitoune,Maison,07/04/2026,1040000,210.0,à vendre,"3 chambre, 2 salon, avec Garage. Maison  5 pièces 210 m² Oujda  « Hay Zitoune »",
Oujda,Hay Lazaret,Maison,07/04/2026,700000,210.0,à vendre,"5 chambre, 1 salon. Maison  6 pièces 210 m² Oujda  « Hay Lazaret »",
Oujda,Hay Zitoune,Maison,07/04/2026,1100000,280.0,à vendre,"5 chambre, 3 salon. Maison  8 pièces 280 m² Oujda  « Hay Zitoune »",
Kénitra,Alliance,Maison,11/04/2026,1500000,110.0,à vendre,"3 chambre, 1 salon, avec Garage. Maison  4 pièces 110 m² Kenitra  « Alliance »",
Kénitra,Diour 10000,Maison,11/02/2026,650000,150.0,à vendre,"4 chambre, 1 salon. Maison  5 pièces 150 m² Kenitra  « Diour 10000 »",
Tétouan,Non spécifié,Maison,06/05/2026,18000000,160.0,à vendre,"2 chambre, 1 salon, avec Garage. Maison  3 pièces 160 m² Tétouan",
Tétouan,Touilaa,Maison,27/04/2026,3350000,100.0,à vendre,"2 chambre, 6 salon, avec Garage. Maison  8 pièces 100 m² Tétouan  « Touilaa »",
Salé,Tabriquet,Maison,22/04/2026,880000,110.0,à vendre,"2 chambre, 1 salon, avec Garage. Maison  3 pièces 110 m² Salé  « Tabriquet »",
Salé,Non spécifié,Maison,09/03/2026,6000000,554.0,à vendre,"2 chambre, 3 salon, avec Garage. Maison  5 pièces 554 m² Salé",
Salé,Bab Sebta,Maison,03/02/2026,950000,100.0,à vendre,"5 chambre, 2 salon. Maison  7 pièces 100 m² Salé  « Bab Sebta »",
Mohammedia,Hay Chabab,Maison,29/04/2026,1600000,100.0,à vendre,"10 chambre, 3 salon, avec Garage. Maison  13 pièces 100 m² Mohammedia  « Hay Chabab »",
Mohammedia,Al Qods,Maison,02/03/2026,450000,95.0,à vendre,"2 chambre, 1 salon. Maison  3 pièces 95 m² Mohammedia  « Al Qods »",
Nador,Maghreb Arabi,Maison,12/03/2026,3000000,65.0,à vendre,"6 chambre, 3 salon, avec Garage. Maison  9 pièces 65 m² Temara  « Maghreb Arabi »",
Settat,Laarassi,Maison,27/04/2026,1100000,90.0,à vendre,"3 chambre, 1 salon, avec Garage. Maison  4 pièces 90 m² Nador  « Laarassi »",
Berrechid,Non spécifié,Maison,16/02/2026,3750000,100.0,à vendre,"2 chambre, 3 salon, avec Garage. Maison meublé 5 pièces 100 m² Khemisset",
Taza,Non spécifié,Maison,04/04/2026,660000,70.0,à vendre,"3 chambre, 1 salon. Maison  4 pièces 70 m² El jadida",
Taza,Derb Sid Daoui,Maison,12/02/2026,850000,120.0,à vendre,"1 chambre, 2 salon. Maison meublé 3 pièces 120 m² El jadida  « Derb Sid Daoui »",
Casablanca,Route D'el Jadida,Villa,21/04/2026,2100000,245.0,à vendre,Villa   245 m² Casablanca  « Route D'el Jadida »,
Casablanca,Franceville,Villa,14/04/2026,11500000,278.0,à vendre,"6 chambre, 1 salon. Villa  7 pièces 278 m² Casablanca  « Franceville »",
Casablanca,Sidi Bernoussi,Villa,07/04/2026,3600000,132.0,à vendre,"5 chambre, 4 salon. Villa meublé 9 pièces 132 m² Casablanca  « Sidi Bernoussi »",
Casablanca,Polo,Villa,13/03/2026,10800000,1200.0,à vendre,Villa   1200 m² Casablanca  « Polo »,
Casablanca,Franceville,Villa,02/02/2026,13000000,278.0,à vendre,"6 chambre, 1 salon, avec Garage. Villa  7 pièces 278 m² Casablanca  « Franceville »",
Rabat,Agdal,Villa,30/04/2026,7900000,222.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa  8 pièces 222 m² Rabat  « Agdal »",
Rabat,Guich Oudaya,Villa,24/02/2026,4500000,250.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 250 m² Rabat  « Guich Oudaya »",
Rabat,Souissi,Villa,23/02/2026,26000000,1000.0,à vendre,"6 chambre, 2 salon, avec Garage. Villa  8 pièces 1000 m² Rabat  « Souissi »",
Rabat,Non spécifié,Villa,19/02/2026,16500000,1100.0,à vendre,Villa   1100 m² Rabat,
Rabat,Autre Secteur,Villa,11/02/2026,35000000,150.0,à vendre,"3 chambre, 4 salon, avec Garage. Villa  7 pièces 150 m² Rabat  « Autre Secteur »",
Rabat,Non spécifié,Villa,04/02/2026,3200000,160.0,à vendre,"4 chambre, 1 salon. Villa  5 pièces 160 m² Rabat",
Marrakech,Hay Targa,Villa,05/05/2026,9000000,570.0,à vendre,"6 chambre, 6 salon, avec Garage. Villa meublé 12 pièces 570 m² Marrakech  « Hay Targa »",
Marrakech,Targa,Villa,04/05/2026,3350000,316.0,à vendre,"6 chambre, 2 salon, avec Garage. Villa  8 pièces 316 m² Marrakech  « Targa »",
Marrakech,Non spécifié,Villa,23/04/2026,18445000,700.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 700 m² Marrakech",
Marrakech,Non spécifié,Villa,22/04/2026,3200000,360.0,à vendre,"3 chambre, 1 salon. Villa meublé 4 pièces 360 m² Marrakech",
Marrakech,Route D'ourika,Villa,14/04/2026,18000000,500.0,à vendre,"3 chambre, 2 salon. Villa  5 pièces 500 m² Marrakech  « Route D'ourika »",
Marrakech,Route D'ourika,Villa,05/04/2026,1950000,110.0,à vendre,"2 chambre, 2 salon, avec Garage. Villa  4 pièces 110 m² Marrakech  « Route D'ourika »",
Marrakech,Route D'ourika,Villa,05/04/2026,2600000,120.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 120 m² Marrakech  « Route D'ourika »",
Marrakech,El Afak,Villa,24/03/2026,1200000,115.0,à vendre,"3 chambre, 2 salon. Villa  5 pièces 115 m² Marrakech  « El Afak »",
Marrakech,Targa,Villa,08/02/2026,4700000,0.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa  8 pièces 0 m² Marrakech  « Targa »",
Marrakech,Assif,Villa,07/02/2026,9800000,140.0,à vendre,"1 chambre, 1 salon, avec Garage. Villa  2 pièces 140 m² Marrakech  « Assif »",
Marrakech,Non spécifié,Villa,01/02/2026,15480000,430.0,à vendre,"4 chambre, 1 salon, avec Garage. Villa  5 pièces 430 m² Marrakech",
Tanger,Malabata,Villa,06/05/2026,6500000,500.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 500 m² Tanger  « Malabata »",
Tanger,Centre Ville,Villa,28/04/2026,5000000,500.0,à vendre,"4 chambre, 3 salon, avec Garage. Villa  7 pièces 500 m² Tanger  « Centre Ville »",
Tanger,Achakar,Villa,02/04/2026,5000000,300.0,à vendre,"4 chambre, 3 salon, avec Garage. Villa  7 pièces 300 m² Tanger  « Achakar »",
Tanger,Tanja Balia,Villa,14/03/2026,4950000,370.0,à vendre,"6 chambre, 4 salon, avec Garage. Villa  10 pièces 370 m² Tanger  « Tanja Balia »",
Tanger,Tanja Balia,Villa,14/03/2026,4000000,300.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 300 m² Tanger  « Tanja Balia »",
Tanger,De La Plage,Villa,13/03/2026,7700000,450.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa  8 pièces 450 m² Tanger  « De La Plage »",
Tanger,Sania,Villa,05/03/2026,8300000,450.0,à vendre,"4 chambre, 4 salon, avec Garage. Villa  8 pièces 450 m² Tanger  « Sania »",
Tanger,Malabata,Villa,05/03/2026,7000000,400.0,à vendre,"6 chambre, 2 salon. Villa  8 pièces 400 m² Tanger  « Malabata »",
Tanger,Malabata,Villa,05/03/2026,7000000,330.0,à vendre,"3 chambre, 2 salon. Villa  5 pièces 330 m² Tanger  « Malabata »",
Tanger,Du Golf,Villa,03/03/2026,7500000,400.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa meublé 8 pièces 400 m² Tanger  « Du Golf »",
Tanger,M'nar,Villa,02/03/2026,30000000,3000.0,à vendre,"6 chambre, 6 salon, avec Garage. Villa meublé 12 pièces 3000 m² Tanger  « M'nar »",
Tanger,M'nar,Villa,27/02/2026,6500000,400.0,à vendre,"3 chambre, 2 salon, avec Garage. Villa  5 pièces 400 m² Tanger  « M'nar »",
Tanger,Non spécifié,Villa,23/02/2026,20000000,1100.0,à vendre,"11 chambre, 6 salon, avec Garage. Villa  17 pièces 1100 m² Tanger",
Agadir,Drargua,Villa,08/04/2026,3360000,998.0,à vendre,"3 chambre, 1 salon, avec Garage. Villa meublé 4 pièces 998 m² Agadir  « Drargua »",
Meknès,Non spécifié,Villa,06/05/2026,4582900,473.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa  8 pièces 473 m² Meknès",
Meknès,Non spécifié,Villa,19/03/2026,7800000,576.0,à vendre,"4 chambre, 2 salon. Villa  6 pièces 576 m² Meknès",
Kénitra,Bir Rami Est,Villa,09/04/2026,5000000,330.0,à vendre,"4 chambre, 4 salon. Villa  8 pièces 330 m² Kenitra  « Bir Rami Est »",
Tétouan,Non spécifié,Villa,29/04/2026,16000000,1000.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa meublé 6 pièces 1000 m² Tétouan",
Salé,Sala El Jadida,Villa,02/04/2026,9600000,440.0,à vendre,"8 chambre, 2 salon, avec Garage. Villa meublé 10 pièces 440 m² Salé  « Sala El Jadida »",
Mohammedia,Non spécifié,Villa,06/02/2026,3600000,100.0,à vendre,"6 chambre, 2 salon, avec Garage. Villa  8 pièces 100 m² Mohammedia",
Nador,Harhoura,Villa,05/05/2026,5500000,392.0,à vendre,"6 chambre, 3 salon, avec Garage. Villa  9 pièces 392 m² Temara  « Harhoura »",
Nador,Harhoura,Villa,24/02/2026,7700000,300.0,à vendre,"4 chambre, 4 salon, avec Garage. Villa  8 pièces 300 m² Temara  « Harhoura »",
Nador,Harhoura,Villa,23/02/2026,6900000,450.0,à vendre,"5 chambre, 3 salon. Villa  8 pièces 450 m² Temara  « Harhoura »",
Nador,Ain Atig,Villa,10/02/2026,3900000,250.0,à vendre,"4 chambre, 3 salon. Villa  7 pièces 250 m² Temara  « Ain Atig »",
El Jadida,Non spécifié,Villa,12/02/2026,216000000,9000.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 9000 m² Beni mellal",
Taza,Non spécifié,Villa,26/04/2026,1600000,280.0,à vendre,"4 chambre, 3 salon, avec Garage. Villa meublé 7 pièces 280 m² El jadida",
Taza,Non spécifié,Villa,10/03/2026,1300000,100.0,à vendre,"2 chambre, 2 salon, avec Garage. Villa  4 pièces 100 m² El jadida",
Rabat,Les Oudayas,Riad,23/02/2026,3100000,140.0,à vendre,"3 chambre, 1 salon. Riad  4 pièces 140 m² Rabat  « Les Oudayas »",
Fès,Fes Jdid,Riad,22/03/2026,4550000,350.0,à vendre,"6 chambre, 4 salon. Riad meublé 10 pièces 350 m² Fès  « Fes Jdid »",
