ville,adresse,type,date,prix,surface,operation,description,surface_predicted
kénitra,El Haddada,Appartement,05/02/2026,660000.0,66.0,à vendre,Appartement à vendre 3 chambres El Hadada,True
marrakech,Targa,Appartement,19/02/2026,3600.0,49.9,à louer,Appartement à louer sans intermédiaire,True
casablanca,Californie,Appartement,10/02/2026,2150000.0,124.0,à vendre,Appartement de 124 m² à Casablanca,False
casablanca,Centre Ville,Appartement,12/03/2026,6300.0,48.4,à louer,Appart studio haut standing meublé,True
mohammedia,Autre secteur,Appartement,08/05/2026,1030000.0,83.0,à vendre,APPART 91m 2FACES vue piscine à MARBELLA BEACH,True
deroua,Toute la ville,Bureau,05/03/2026,230000.0,50.5,à vendre,Plateaux bureaux Deroua,True
bouskoura,Victoria,Terrain,14/02/2026,2140000.0,130.9,à vendre,Terrain pour villa à vendre Mayssane,True
casablanca,Sidi Belyout,Appartement,10/02/2026,4200000.0,253.0,à vendre,170907 Vente Appt à Casablanca Gauthier de 253 m²,False
el jadida,Autre secteur,Maison,05/03/2026,520000.0,60.9,à vendre,Maison en sous sol 2 façades 87 mètres à Jnane El Matar à vendre,True
bouskoura,Ville verte,Appartement,19/02/2026,4200000.0,137.1,à vendre,Duplex à vendre à Ville Verte,True
meknès,Wislane,Terrain,15/03/2026,345000.0,55.6,à vendre,Terrain à vendre opportunité à Meknès,True
cabo negro,Toute la ville,Appartement,03/02/2026,360000.0,55.1,à vendre,Très beau studio à vendre,True
marrakech,Hay Izdihar,Appartement,27/02/2026,5800.0,47.0,à louer,47 m²,False
casablanca,Autre secteur,Appartement,08/05/2026,690000.0,67.0,à vendre,Appartement 67 m² à BOUSKOURA prix imbattable,False
marrakech,Guéliz,Appartement,16/02/2026,1650000.0,123.9,à vendre,Appartement Tout Neuf Haut Standing Gueliz,True
casablanca,Roches Noires,Appartement,14/02/2026,1495000.0,111.8,à vendre,63295 Vente Appt à Casablanca Ibn Tachfine de 116,True
casablanca,Palmier,Appartement,07/03/2026,1078000.0,87.4,à vendre,STUDIOS 1er étage PALMIER,True
oujda,Hay Lazaret,Appartement,22/02/2026,290000.0,51.3,à vendre,Appartement à saisir à vendre,True
dar bouazza,Toute la ville,Appartement,07/03/2026,340000.0,52.0,à vendre,Appartement à vendre 52 m² à Dar Bouazza,False
larache,Toute la ville,Terrain,08/05/2026,4100000.0,135.6,à vendre,À 14 Km Nord de Larrache vue sur Mer,True
casablanca,Oulfa,Appartement,08/02/2026,520000.0,59.1,à vendre,Appartement à vendre Ferdaous Oulfa Casa,True
tanger,Centre ville,Terrain,02/03/2026,5480000.0,548.0,à vendre,Terrain de 548m² zone villa en centre ville,False
marrakech,Hay Targa,Villa,14/02/2026,3300000.0,133.9,à vendre,Villa à vendre masmoudi,True
skhinate,Toute la ville,Appartement,01/02/2026,320000.0,58.0,à vendre,Appartement à vendre 58 m² à Skhinate,False
casablanca,Casablanca Finance City,Appartement,08/05/2026,4200000.0,170.0,à vendre,Appartement à vendre 170 m² à CFC,False
marrakech,Es Saada,Appartement,08/05/2026,440000.0,58.4,à vendre,Appartement à vendre Saada près de Marjane route de Casa en sous sol,True
taza,Toute la ville,Terrain,05/02/2026,520000.0,60.3,à vendre,Terrain à vendre deux façades,True
tanger,Autre secteur,Appartement,02/03/2026,5200.0,48.9,à louer,Appartement à louer à cote du Bayti Sakan,True
rabat,Hay Riad,Appartement,10/02/2026,14500.0,49.5,à louer,Appartement meublé à Prestigia,True
temara,Harhoura,Terrain,12/03/2026,3231500.0,281.0,à vendre,Vente terrain titré 281m² à 45m de la mer Harhoura,False
marrakech,Targa,Villa,14/02/2026,3900000.0,150.3,à vendre,VILLA D EXCEPTION 7 CHAMBRES À VENDRE,True
casablanca,Belvédère,Appartement,27/02/2026,4800.0,47.7,à louer,Studio à louer Quartier Belvédère proche Gare,True
casablanca,Sidi Bernoussi,Appartement,25/02/2026,965000.0,128.0,à vendre,Appartement à vendre 128 m² à Hay Qods Bernoussi,False
temara,Autre secteur,Maison,12/03/2026,4900000.0,136.2,à vendre,MAISON COMMERCIALE AVEC GARAGE À VENDRE,True
marrakech,Hay Charaf,Appartement,08/05/2026,420000.0,58.3,à vendre,À VENDRE APPARTEMENT LUMINEUX,True
bouznika,Autre secteur,Appartement,07/03/2026,870000.0,81.6,à vendre,Appartement à vendre à Bouznika,True
casablanca,Racine,Appartement,27/02/2026,2350000.0,133.1,à vendre,Vente Appartement de 119 m2 à Casablanca,True
casablanca,2 Mars,Appartement,08/05/2026,7800.0,50.3,à louer,Appart avec 3 chambres sur 2 mars pour location,True
tamesna,Toute la ville,Terrain,19/02/2026,2100000.0,130.0,à vendre,Terrain Villa 627m2 chouka,True
kénitra,El Haddada,Appartement,01/02/2026,610000.0,66.0,à vendre,Appartement à vendre 3 chambres El Hadada,True
oujda,Najd,Terrain,05/02/2026,420000.0,57.6,à vendre,À Oujda Quartier Najd 1,True
temara,Riad Oulad Mtaa,Local,16/02/2026,150000.0,49.9,à vendre,Magasin de bijouterie à vendre,True
casablanca,Maarif,Appartement,14/02/2026,3900000.0,137.1,à vendre,88400 Vente Appt à Casablanca Triangle D Or de 250,True
sidi rahal,Toute la ville,Villa,08/05/2026,2250000.0,132.0,à vendre,Villa de standing à vendre Sidi Rahal,True
tanger,Aida,Appartement,16/02/2026,1280000.0,124.0,à vendre,Appartement Aida Village 124 m² 128M,False
marrakech,Daoudiate,Bureau,12/02/2026,5400.0,48.5,à louer,Bureau à louer adapté à toutes les activités à Daoudiate,True
casablanca,Anfa,Appartement,12/03/2026,9990.0,140.0,à louer,Appartement à louer 140 m² à Casablanca,False
oujda,Sidi Yahya,Terrain,10/02/2026,292500.0,117.0,à vendre,Terrain titré à vendre 117 m²,False
el jadida,Autre secteur,Appartement,02/03/2026,275000.0,50.5,à vendre,Appartement 275000 dhs,True
tanger,Marjane,Appartement,14/02/2026,5999.0,40.7,à louer,Appart neuf meublé 2 chambres WiFi Parking incl,True
casablanca,Sidi Maarouf,Appartement,10/02/2026,4200.0,50.2,à louer,Appartement à louer à Sidi Maarouf,True
salé,Bettana,Terrain,07/03/2026,6000000.0,134.3,à vendre,Terrain avec vue panoramique sur Rabat,True
fès,Agdal,Bureau,19/02/2026,615000.0,65.9,à vendre,Sécurisez un Rendement Immédiat,True
dar bouazza,Toute la ville,Appartement,12/02/2026,720000.0,76.8,à vendre,DAR OU 1010 Appartement à vendre à Tamaris,True
marrakech,Route d'Ourika,Maison,15/03/2026,6200000.0,135.4,à vendre,Villa standing Rte Ourika KM 12 Marrakech,True
fès,Narjis,Appartement,15/03/2026,420000.0,57.4,à vendre,Appartement à vendre,True
tanger,Autre secteur,Appartement,10/02/2026,5200.0,93.0,à louer,Appartement Meublé à louer GZENAYA 93 m² à Tanger,False
mohammedia,La Siesta,Appartement,01/02/2026,2850000.0,166.0,à vendre,Appartement à vendre 166 m² à Mohammedia,False
safi,Autre secteur,Terrain,05/03/2026,480000.0,61.6,à vendre,lots terrains à vendre acoté qods,True
benslimane,Autre secteur,Terrain,08/05/2026,620000.0,112.0,à vendre,Opportunité en or Terrain d angle 112m² à prix raisonnable,False
kénitra,Centre,Local,10/02/2026,200000.0,47.4,à vendre,MAGASIN TANAGRA MALL,True
kénitra,Maamora,Bureau,12/02/2026,380000.0,54.8,à vendre,Studio neuf proche de la gare,True
mohammedia,Hassania 1,Appartement,22/02/2026,2400.0,60.0,à louer,Appartement à louer 60 m² à Mohammedia,False
marrakech,Route de Casablanca,Appartement,07/03/2026,980000.0,83.4,à vendre,Appartement à vendre à Madame Plaza,True
safi,Hay essalam,Appartement,11/03/2026,340000.0,55.1,à vendre,Appartement à vendre à un prix très intéressant,True
sidi bouknadel,Toute la ville,Appartement,03/03/2026,1600.0,50.5,à louer,moyen standing,True
casablanca,Centre Ville,Bureau,27/02/2026,870000.0,79.2,à vendre,Plateau bureau à vendre,True
casablanca,Sidi Maarouf,Bureau,08/05/2026,22100.0,170.0,à louer,Bureau open space neuf à louer 170 m²,False
tanger,Marjane,Appartement,02/03/2026,520000.0,75.0,à vendre,Appartement à vendre 75 m² à Tanger,False
marrakech,Autre secteur,Villa,05/03/2026,15000000.0,2163.0,à vendre,117661 Vente Villa à Marrakech Targa de 2163 m²,False
marrakech,Guéliz,Appartement,08/05/2026,1140000.0,60.0,à vendre,Studio de 60 m² à vendre à Marrakech,False
meknès,Autre secteur,Appartement,02/03/2026,540000.0,62.1,à vendre,Joli Appartement à vendre jamais habité,True
agadir,Abattoirs,Local,07/05/2026,2200.0,50.3,à louer,petit magasin,True
casablanca,Abdelmoumen,Appartement,12/03/2026,2700.0,30.0,à louer,Appartement à louer 30 m² à Casablanca,False
marrakech,Route d'Amezmiz,Appartement,08/05/2026,698500.0,39.0,à vendre,Appartement à vendre 39 m² à Marrakech,False
berrechid,Toute la ville,Appartement,27/02/2026,430000.0,58.0,à vendre,Appartement 58m² 1er étage,False
fès,Ben Souda,Appartement,05/03/2026,443000.0,58.4,à vendre,Titre foncier,True
settat,Toute la ville,Terrain,15/03/2026,620000.0,66.6,à vendre,Terrain pour villa 162 m2 Quartier Amani settat,True
marrakech,Av Abdelkrim El Khattabi,Appartement,25/02/2026,830000.0,83.0,à vendre,Appartement à vendre 83 m² à Marrakech,False
marrakech,Route d'Ourika,Villa,16/02/2026,3400000.0,133.9,à vendre,Villa de prestige mise en vente,True
ben guerir,Toute la ville,Appartement,08/05/2026,520000.0,60.7,à vendre,2 Appartements moyen standing à vendre Benguerir,True
casablanca,Maarif,Local,12/02/2026,3800000.0,137.1,à vendre,170898 Vente Local à Casablanca Palmier Maarif d,True
el jadida,Centre,Appartement,05/02/2026,670000.0,84.0,à vendre,Appartement à vendre 84 m² à El Jadida,False
rabat,Agdal,Bureau,05/02/2026,1550000.0,113.0,à vendre,Appartement bureau moderne au centre agdal,True
kénitra,La Ville Haute,Appartement,07/03/2026,890000.0,127.0,à vendre,Grand Appartement au premier étage127m² à Kénitra,False
casablanca,Habous,Terrain,12/03/2026,6000000.0,708.0,à vendre,Terrain villa 708m² proche du palais royal Habbous,False
sidi abdallah el bouchouari,Toute la ville,Terrain,14/02/2026,560000.0,90.0,à vendre,Terrain commercial en tête de jonction de 90m² à Sidi Allal El Bahraoui,False
béni mellal,Toute la ville,Appartement,03/02/2026,420000.0,57.9,à vendre,Appartements Très Luxueux à vendre dans Tous les quartiers de la ville de Beni Mellal,True
berrechid,Toute la ville,Terrain,03/02/2026,3200000.0,134.3,à vendre,Terrain agricole excellent à vendre,True
rabat,Agdal,Appartement,18/03/2026,2590.0,50.0,à louer,Studio à louer Agdal,True
marrakech,Guéliz,Appartement,12/02/2026,12500.0,48.7,à louer,Appartement très haut de gamme avec piscine et balcon à Guéliz,True
tanger,Tanja Balia,Appartement,16/02/2026,1650000.0,122.5,à vendre,Magnifique appartement,True
casablanca,Oulfa,Appartement,12/03/2026,480000.0,60.2,à vendre,CMN AN 1913 Appartement à vendre à Oulfa,True
agadir,Founty,Appartement,08/05/2026,2750000.0,102.0,à vendre,Appartement à vendre 102 m² à Agadir,False
sidi kacem,Toute la ville,Autre,08/05/2026,2250000.0,132.0,à vendre,Maison Hay Mimouna,True
sidi kacem,Toute la ville,Appartement,07/03/2026,1800.0,50.5,à louer,Appartement à louer,True
casablanca,Maarif,Appartement,19/02/2026,1280000.0,90.8,à vendre,Studio 64m Neuf A Maarif Ex,True
salé,Toute la ville,Appartement,08/02/2026,2800.0,48.4,à louer,Appartement à louer,True
casablanca,Les Princesses,Appartement,10/03/2026,7200.0,49.9,à louer,Studio Neuf Meublé en location Les Princesses,True
béni mellal,Toute la ville,Terrain,05/02/2026,150000.0,49.9,à vendre,Aghram Laalam,True
tétouan,Mhannech,Appartement,14/02/2026,714000.0,76.8,à vendre,Appartement équipé à vendre propriété titrée et conservée 84 mètres,True
casablanca,Anfa,Villa,10/02/2026,14500000.0,516.0,à vendre,162864 Vente Villa à Casablanca Ain Diab de 516 m²,False
casablanca,Triangle d'Or,Appartement,12/02/2026,4050000.0,222.0,à vendre,Bel Appartement de 222m² au Triangle d Or,False
temara,Wifak,Appartement,16/02/2026,4300.0,49.9,à louer,Appartement à louer Temara Wifak,True
fès,Ouled Tayeb,Appartement,10/03/2026,260000.0,50.4,à vendre,Appartement meublé et équipé à vendre,True
tanger,Boukhalef,Appartement,12/03/2026,3800.0,48.9,à louer,appartement à louer,True
tanger,Tanger City Center,Appartement,05/02/2026,1981500.0,99.0,à vendre,Appartement à vendre 99 m² à côté de la gare TGV,False
marrakech,Route d'Amezmiz,Local,08/05/2026,17000.0,50.2,à louer,Hangar 500 m2 et Terrain 8000 m2 Route Amizmiz,True
kénitra,La Ville Haute,Appartement,12/02/2026,660000.0,66.0,à vendre,Appartement de luxe bien équipé avec cuisine,True
tanger,Iberie,Local,25/02/2026,295000.0,50.9,à vendre,Local commercial,True
safi,Autre secteur,Terrain,05/03/2026,520000.0,60.9,à vendre,Terrain à vendre,True
tétouan,Taboula,Appartement,10/03/2026,3700.0,50.5,à louer,Appartement meublé à Taboula près de l hôtel Al Makarim,True
errachidia,Toute la ville,Terrain,20/02/2026,180000.0,49.9,à vendre,Terrain Adlia à vendre,True
salé,Sala El Jadida,Terrain,07/03/2026,2930000.0,396.0,à vendre,Terrain villa à vendre 396 m² Sala Al Jadida,False
dar bouazza,Toute la ville,Appartement,16/02/2026,6800.0,49.9,à louer,studio bien meublé et calme a dar bouazza,True
agadir,Secteur Touristique,Appartement,19/02/2026,3700000.0,137.1,à vendre,Duplex à vendre a Taghazout Bay Vu Mer,True
berrechid,Toute la ville,Appartement,25/02/2026,540000.0,62.0,à vendre,Appartement à vendre 62 m² à Berrechid,False
temara,Autre secteur,Appartement,12/03/2026,1390000.0,111.0,à vendre,Appartement à vendre 111 m² à Temara,False
marrakech,Targa,Appartement,02/03/2026,4300.0,64.0,à louer,Appartement à louer 64 m² à Marrakech,False
casablanca,Maârif Extension,Appartement,27/02/2026,3400000.0,135.8,à vendre,Appartement dernier étage sans vis à vis,True
meknès,Bele Vue,Appartement,02/03/2026,2700.0,120.0,à louer,Appartement à louer 120 m² à Meknès,False
salé,Sala El Jadida,Appartement,27/02/2026,960000.0,83.3,à vendre,Bel appartement bien ensoleillé,True
béni mellal,Toute la ville,Appartement,05/02/2026,760000.0,77.6,à vendre,Quartier Raed près de l institution Raed pour l éducation,True
marrakech,Autre secteur,Villa,10/02/2026,2900000.0,134.3,à vendre,17549 Vente Villa à Marrakech Route De L Ourika T,True
oujda,Hay Lazaret,Maison,01/02/2026,670000.0,71.0,à vendre,Maison à vendre,True
bouskoura,Bouskoura centre,Local,10/02/2026,1360000.0,100.8,à vendre,local commercial à vendre,True
casablanca,Beauséjour,Appartement,07/03/2026,6100.0,100.0,à louer,Appartement meublé 100m² Beauséjour,False
fès,Oued Fès,Appartement,02/03/2026,380000.0,55.6,à vendre,Appartement à vendre à Oued Fès,True
casablanca,Ain Sebaa,Appartement,10/02/2026,980000.0,93.0,à vendre,Appartement à vendre 93 m² à Casablanca,False
casablanca,Maarif,Appartement,08/05/2026,3800000.0,199.0,à vendre,Appartement à vendre 199 m² à Boulevard Zerktouni,False
bouskoura,Ville verte,Villa,08/05/2026,3950000.0,135.6,à vendre,Superbe duplex entrée indépendante grande terrasse,True
casablanca,Ain Sebaa,Appartement,15/03/2026,4200.0,50.1,à louer,Extra Meublé 2Filles ou 2hommes Célibataires,True
zemamra,Toute la ville,Terrain,08/02/2026,280000.0,49.9,à vendre,Terrain titré à Zemamra,True
casablanca,La Gironde,Appartement,08/02/2026,860000.0,81.0,à vendre,Quartier La Gironde,True
kénitra,Maamora,Bureau,02/03/2026,820000.0,125.0,à vendre,Plateau bureau à vendre à Kenitra 125m²,False
essaouira,Toute la ville,Appartement,05/02/2026,1570000.0,120.0,à vendre,Appartement à vendre 120 m² à Essaouira,False
casablanca,Anfa,Bureau,08/05/2026,22500.0,181.0,à louer,Bureau 181 m² à louer Espace Porte d Anfa,False
meknès,Marjane 2,Appartement,19/02/2026,270000.0,49.9,à vendre,Bon appartement à vendre,True
casablanca,Sidi Maarouf,Villa,08/05/2026,5500000.0,135.0,à vendre,Villa à vendre à Sidi Maarouf Florida,True
martil,Toute la ville,Appartement,05/02/2026,520000.0,60.3,à vendre,Projet en cours de réalisation,True
casablanca,Bourgogne,Appartement,08/03/2026,3800.0,48.1,à louer,Appartement bien situé,True
ain aouda,Toute la ville,Appartement,15/03/2026,280000.0,50.5,à vendre,Appartement ensoleillé et rénové,True
el jadida,Al Boustane,Appartement,10/03/2026,3600.0,65.0,à louer,Appartement à louer 65 m² à El Jadida,False
marrakech,Guéliz,Appartement,12/03/2026,1390000.0,108.8,à vendre,Appartement Proche Guéliz Résidence avec Piscine,True
casablanca,Triangle d'Or,Appartement,12/02/2026,3950000.0,222.0,à vendre,Appartement 222 m² dans Triangle d or,False
sidi kacem,Toute la ville,Local,19/02/2026,1500.0,49.9,à louer,Garage à louer,True
asilah,Toute la ville,Terrain,08/05/2026,4950000.0,135.6,à vendre,Ferme titrée 4 ha avec villa et piscine,True
khouribga,Toute la ville,Terrain,16/02/2026,540000.0,61.6,à vendre,Terrain à vendre,True
casablanca,Oulfa,Appartement,02/03/2026,780000.0,80.0,à vendre,Appartement à vendre Oulfa 80m²,False
agadir,Hay Mohammadi,Appartement,10/03/2026,470000.0,47.0,à vendre,Appartement à vendre 47 m² à Agadir,False
casablanca,Bourgogne,Appartement,25/02/2026,1260000.0,108.0,à vendre,Appartement à vendre 108 m² à Casablanca,False
casablanca,Oulfa,Appartement,14/02/2026,4200.0,48.4,à louer,Appartement à louer Firdous El Oulfa meublé pour les employées,True
casablanca,Val Fleuri,Appartement,19/02/2026,7300.0,50.5,à louer,Appartement vide à louer à val Fleury,True
marrakech,Route de Fès,Terrain,01/02/2026,360000.0,55.1,à vendre,À ne pas rater,True
mohammedia,Centre Ville,Bureau,08/05/2026,725000.0,55.0,à vendre,Votre bureau adapté à vos ambitions 55m²,False
casablanca,Almaz,Appartement,08/05/2026,830000.0,71.0,à vendre,Appartement à vendre 71 m² à ALMAZ,False
casablanca,Maarif,Appartement,25/02/2026,890000.0,38.0,à vendre,Appartement à vendre 38 m² à Casablanca,False
marrakech,Allal El Fassi,Appartement,09/03/2026,3700.0,50.4,à louer,Appartement à louer,True
marrakech,Av Mohammed VI,Villa,08/02/2026,2700000.0,133.7,à vendre,villa semi finie prestigia,True
berrechid,Toute la ville,Appartement,10/03/2026,360000.0,76.0,à vendre,Appartement à vendre 76 m² à Berrechid,False
el jadida,Autre secteur,Appartement,03/02/2026,3400.0,49.9,à louer,Appartement meublé 2 façades,True
casablanca,Californie,Appartement,08/05/2026,2255000.0,143.0,à vendre,3 Chambres à vendre 143 m² à Californie,False
casablanca,Sidi Belyout,Appartement,14/02/2026,725000.0,69.0,à vendre,137549 Vente Appt à Casablanca Derb Omar de 69 m²,False
casablanca,Racine,Appartement,02/03/2026,2100000.0,108.0,à vendre,Appartement à vendre 108 m² à Casablanca,False
rabat,Agdal,Bureau,01/02/2026,35000.0,280.0,à louer,Plateau bureau 280 m² à louer Agdal Rabat,False
settat,Hay Mimouna,Maison,27/02/2026,140000.0,49.9,à vendre,Maison à vendre à Settat quartier Mimouna Oued Nanaa,True
bouskoura,Bouskoura centre,Terrain,08/05/2026,1730000.0,126.0,à vendre,Lot de terrain pour villa à vendre à Bouskoura,True
casablanca,2 Mars,Appartement,08/05/2026,2120000.0,130.7,à vendre,Appartement à vendre 2 Mars,True
tanger,Moujahidine,Appartement,19/02/2026,5300.0,48.4,à louer,APPARTEMENT MEUBLÉ DINA moujahidine,True
casablanca,Derb Ghallef,Appartement,08/05/2026,1550000.0,114.1,à vendre,Magnifique appartement neuf avec terrasse,True
mohammedia,Centre Ville,Appartement,15/03/2026,2800.0,48.5,à louer,Appart meublée lwizia,True
casablanca,Quartier des Hôpitaux,Appartement,08/05/2026,1950000.0,126.9,à vendre,Appartement à vendre sur quartier des hopitaux,True
salé,Hay Chmaou,Appartement,07/03/2026,640000.0,100.0,à vendre,Appartement meublé à vendre avec 100 m² à Salé,False
berkane,Toute la ville,Appartement,22/02/2026,410000.0,57.9,à vendre,Appartement à vendre à Saïdia,True
casablanca,Belvédère,Bureau,25/02/2026,9700.0,47.7,à louer,Bureau à louer,True
sidi rahal,Toute la ville,Appartement,07/03/2026,150000.0,50.5,à vendre,Appartement Chaouia à louer à Sidi Rahal,True
tanger,Malabata,Bureau,09/03/2026,12500.0,49.2,à louer,bureau climatisé avec parking,True
casablanca,Errahma,Maison,07/03/2026,310000.0,52.0,à vendre,Maison à Errahma 52m²,False
berrechid,Toute la ville,Appartement,15/03/2026,4200.0,50.5,à louer,Appartement à louer Bercor Berrechid,True
kénitra,Maamora,Bureau,08/02/2026,990000.0,83.2,à vendre,Bureau à vendre,True
mohammedia,Autre secteur,Appartement,15/03/2026,2600.0,50.3,à louer,Joli studio meublé pour les filles,True
dar bouazza,Toute la ville,Villa,10/02/2026,5500000.0,137.1,à vendre,DAR DA 1061 Villa à vendre à Dar Bouazza,True
casablanca,Anfa,Bureau,08/05/2026,6090.0,50.3,à louer,Bureau privé pour 3 pers à Anfa Superior,True
ouazzane,Toute la ville,Terrain,19/02/2026,540000.0,61.6,à vendre,Vente ferme à Ouazzane,True
casablanca,Centre Ville,Appartement,05/02/2026,1150000.0,50.0,à vendre,Studio à vendre 50 m² à Casablanca,False
marrakech,Guéliz,Appartement,14/02/2026,1480000.0,59.0,à vendre,Appartement à vendre 59 m² à Marrakech,False
el jadida,Al Boustane,Villa,10/03/2026,1220000.0,89.6,à vendre,Villa au dessus de 140m près de l hôpital Mohammed 6 à vendre,True
safi,Autre secteur,Terrain,05/03/2026,560000.0,65.0,à vendre,Lots de terrain pour villa Safi route Marrakech,True
tanger,Centre ville,Appartement,27/02/2026,1050000.0,82.2,à vendre,Appartement sur avenue Fès,True
kénitra,Bir Rami,Terrain,22/02/2026,470000.0,58.9,à vendre,Terrain commercial à vendre,True
marrakech,Hay Izdihar,Appartement,08/05/2026,1078000.0,77.0,à vendre,Magnifique Appartement à vendre 77 m² à Marrakech,False
casablanca,Laimoune,Villa,12/03/2026,4000000.0,136.2,à vendre,Maison dans une rue calme,True
chichaoua,Toute la ville,Terrain,07/03/2026,290000.0,52.4,à vendre,Terrain agricole à vendre,True
casablanca,Oulfa,Appartement,07/03/2026,330000.0,52.6,à vendre,Vente appartement meublé Lot WAHDA ROUTE RAHMA,True
casablanca,Oulfa,Bureau,05/03/2026,7800.0,49.0,à louer,Bureau neuf à louer proche Cheikh Khalifa,True
fès,Route de Sefrou,Appartement,22/02/2026,3600.0,49.9,à louer,Bel appartement très proche à CHU,True
casablanca,Gauthier,Bureau,15/03/2026,8200.0,49.4,à louer,bureaux à louer 84m2 Gauthier,True
khemisset,Toute la ville,Terrain,14/02/2026,170000.0,49.9,à vendre,Aït Bouziane Qabliyin,True
marrakech,Av Mohammed VI,Appartement,09/03/2026,2650000.0,132.7,à vendre,appartement à vendre,True
casablanca,Autre secteur,Appartement,12/02/2026,2450000.0,153.0,à vendre,Appartement à vendre 153 m² à Casablanca,False
casablanca,Sidi Moumen,Appartement,10/03/2026,360000.0,56.4,à vendre,Appartement à vendre à Résidence Aman Ain Sebaa,True
ouarzazate,Toute la ville,Terrain,08/02/2026,380000.0,55.1,à vendre,Terrain titré,True
casablanca,Californie,Appartement,08/05/2026,1140000.0,75.0,à vendre,Appartement à vendre 75 m² à Casablanca,False
mediouna,Toute la ville,Terrain,18/03/2026,1440000.0,110.7,à vendre,Terrain à vendre à Médiouna Zone R3,True
marrakech,M'Hamid,Appartement,19/02/2026,790000.0,77.5,à vendre,Appartements de luxe à vendre avec ascenseur,True
casablanca,Ferme Bretone,Appartement,15/03/2026,5800.0,50.5,à louer,Studio Neuf à FERME BRETONNE,True
casablanca,Hay Hassani,Local,12/02/2026,7500000.0,242.0,à vendre,30736 Vente Local à Casablanca Cil de 242 m²,False
dar bouazza,Toute la ville,Terrain,05/02/2026,3878000.0,137.1,à vendre,Terrain Ongle 3 Façades Orientation sud Dar Bouzza,True
casablanca,Californie,Appartement,05/03/2026,1797689.0,125.2,à vendre,177547 Vente Appt à Casablanca Californie de 123 m,True
fès,Route d'Aeroport,Appartement,22/02/2026,710000.0,76.7,à vendre,Appartements magnifiques en face de l école Massar Al Hikma,True
casablanca,Aïn Chock,Appartement,05/03/2026,3700.0,51.6,à louer,Appartement excellent et magnifique à louer,True
ait melloul,Toute la ville,Terrain,14/02/2026,770000.0,77.6,à vendre,Lotissement Assafa Ait Melloul,True
mohammedia,Partie Est,Terrain,02/03/2026,780000.0,77.7,à vendre,Excellent terrain commercial à Al Andalous Mohammedia,True
bouznika,Plage Oued Cherrat,Appartement,05/03/2026,720000.0,77.4,à vendre,Appartement sans vis à vis à costa bouznika,True
tanger,Autre secteur,Maison,09/02/2026,3700000.0,135.3,à vendre,Maison à vendre à Awama 2,True
salé,Hay Oued Dahab,Appartement,12/02/2026,3900000.0,137.8,à vendre,Calme secteur bien,True
tétouan,Al Mallalienne,Terrain,01/02/2026,150000.0,49.9,à vendre,Terrain titré dans un excellent emplacement,True
casablanca,Sidi Bernoussi,Local,27/02/2026,360000.0,54.5,à vendre,Magasin à vendre,True
skhirat,Ain el Hayat,Maison,08/05/2026,1110000.0,85.9,à vendre,Opportunité immobilière unique à Skhirat,True
fès,Route de Sefrou,Bureau,15/03/2026,720000.0,77.2,à vendre,Bureau loué à vendre,True
berrechid,Toute la ville,Appartement,27/02/2026,460000.0,64.0,à vendre,Appartement lumineux 64m² 2ème Berrechid,False
chichaoua,Toute la ville,Terrain,07/03/2026,130000.0,50.5,à vendre,Terrain agricole à vendre,True
marrakech,Route d'Amezmiz,Villa,12/03/2026,4300000.0,135.4,à vendre,Villas de Prestige Vue sur l Atlas Route d Amizmiz,True
kénitra,alliance,Appartement,09/03/2026,720000.0,77.2,à vendre,Appartement à vendre,True
biougra,Toute la ville,Terrain,01/02/2026,360000.0,55.1,à vendre,Terrain 80m Commercial parcelle commerciale titrée de 80m,True
casablanca,Hay Hassani,Appartement,14/02/2026,3100000.0,135.7,à vendre,149074 Vente Appt à Casablanca Ferme Bretonne de 1,True
berrechid,Toute la ville,Terrain,14/02/2026,580000.0,65.5,à vendre,Ferme moderne,True
had soualem,Toute la ville,Appartement,22/02/2026,255000.0,49.9,à vendre,Appartement bien ensoleillé à vendre,True
marrakech,Guéliz,Appartement,08/05/2026,1498000.0,65.0,à vendre,Appartement en vente 65m² à Gueliz Piscine Rooftop,False
meknès,Riad Toulal,Terrain,08/02/2026,440000.0,58.0,à vendre,terrain lot villa riad toulal 2,True
temara,Wifak,Appartement,28/03/2026,1140000.0,89.6,à vendre,Appartement à vendre Temara Wifak,True
mohammedia,Autre secteur,Villa,21/04/2026,2900000.0,132.8,à vendre,Villa haut Standing avec piscine,True
tanger,Drissia,Bureau,07/05/2026,1780000.0,165.0,à vendre,Bureaux de 126 à 165m² à Mly Ismaïl Centre Tanger,False
tanger,Aharrarine,Appartement,18/04/2026,2300.0,48.3,à louer,Appartement à louer gare routière Tanger,True
skhirat,Ain el Hayat,Maison,06/05/2026,1110000.0,85.9,à vendre,DERNIÈRE CHANCE MAISON À VENDRE À SKHIRAT Rabat,True
meknès,Autre secteur,Appartement,14/03/2026,320000.0,85.0,à vendre,Appartement à vendre 85 m² à Meknès,False
marrakech,Route de Casablanca,Appartement,31/03/2026,2450000.0,132.7,à vendre,Appartement de luxe à vendre à Marrakech,True
fnideq,Toute la ville,Appartement,05/04/2026,630000.0,66.2,à vendre,Bel appartement Fnideq,True
fès,Autre secteur,Appartement,20/03/2026,170000.0,48.0,à vendre,Appartement à vendre 48 m² à Fès,False
